employee_id,age,is_hce,pay_date,def_amount,roth_amount,loan_amount,deferral_pre,deferral_roth
E1001,35,0,2025-01-10,130,0,0,130,0
E1001,35,0,2025-01-24,109,0,0,109,0
E1001,35,0,2025-02-07,114,0,0,114,0
E1001,35,0,2025-02-21,148,0,148,0
E1002,35,0,2025-01-10,131,0,0,131,0
E1002,35,0,2025-01-24,138,0,0,138,0
E1002,35,0,2025-02-07,144,0,0,144,0
E1002,35,0,2025-02-21,105,0,0,105,0
E1003,35,0,2025-01-10,145,0,0,145,0
E1003,35,0,2025-01-24,149,0,0,149,0
E1003,35,0,2025-02-07,118,0,0,118,0
E1003,35,0,2025-02-21,108,0,0,108,0
E1004,35,0,2025-01-10,142,0,0,142,0
E1004,35,0,2025-01-24,141,0,0,141,0
E1004,35,0,2025-02-07,121,0,0,121,0
E1004,35,0,2025-02-21,122,0,0,122,0
E1005,35,0,2025-01-10,118,0,0,118,0
E1005,35,0,2025-01-24,134,0,0,134,0
E1005,35,0,2025-02-07,101,0,0,101,0
E1005,35,0,2025-02-21,138,0,0,138,0
E1006,35,0,2025-01-10,136,0,0,136,0
E1006,35,0,2025-01-24,122,0,0,122,0
E1006,35,0,2025-02-07,147,0,0,147,0
E1006,35,0,2025-02-21,124,0,0,124,0
E1007,35,0,2025-01-10,115,0,0,115,0
E1007,35,0,2025-01-24,125,0,0,125,0
E1007,35,0,2025-02-07,139,0,0,139,0
E1007,35,0,2025-02-21,133,0,0,133,0
E1008,35,0,2025-01-10,137,0,0,137,0
E1008,35,0,2025-01-24,123,0,0,123,0
E1008,35,0,2025-02-07,127,0,0,127,0
E1008,35,0,2025-02-21,140,0,0,140,0
