employee_id,age,is_hce,pay_date,def_amount,roth_amount,loan_amount,deferral_pre,deferral_roth
E1000,30,0,2025-01-01,160.05,0.0,0.0,160.05,0.0
E1000,30,0,2025-01-15,169.46,0.0,0.0,169.46,0.0
E1000,30,0,2025-01-29,82.79,0.0,0.0,82.79,0.0
E1000,30,0,2025-02-12,148.16,0.0,0.0,148.16,0.0
E1000,30,0,2025-02-26,109.87,0.0,0.0,109.87,0.0
E1000,30,0,2025-03-12,159.46,0.0,0.0,159.46,0.0
E1000,30,0,2025-03-26,144.7,0.0,0.0,144.7,0.0
E1000,30,0,2025-04-09,150.94,0.0,0.0,150.94,0.0
E1001,50,0,2025-01-01,135.3,0.0,0.0,135.3,0.0
E1001,50,0,2025-01-15,73.07,0.0,0.0,73.07,0.0
E1001,50,0,2025-01-29,120.85,0.0,0.0,120.85,0.0
E1001,50,0,2025-02-12,178.01,0.0,0.0,178.01,0.0
E1001,50,0,2025-02-26,171.86,0.0,0.0,171.86,0.0
E1001,50,0,2025-03-12,55.61,0.0,0.0,55.61,0.0
E1001,50,0,2025-03-26,71.43,0.0,0.0,71.43,0.0
E1001,50,0,2025-04-09,67.12,0.0,0.0,67.12,0.0
E1002,55,0,2025-01-01,144.38,0.0,0.0,144.38,0.0
E1002,55,0,2025-01-15,156.31,0.0,0.0,156.31,0.0
E1002,55,0,2025-01-29,77.76,0.0,0.0,77.76,0.0
E1002,55,0,2025-02-12,115.76,0.0,0.0,115.76,0.0
E1002,55,0,2025-02-26,159.29,0.0,0.0,159.29,0.0
E1002,55,0,2025-03-12,145.26,0.0,0.0,145.26,0.0
E1002,55,0,2025-03-26,120.49,0.0,0.0,120.49,0.0
E1002,55,0,2025-04-09,126.75,0.0,0.0,126.75,0.0
E1003,30,0,2025-01-01,116.09,0.0,0.0,116.09,0.0
E1003,30,0,2025-01-15,88.68,0.0,0.0,88.68,0.0
E1003,30,0,2025-01-29,123.45,0.0,0.0,123.45,0.0
E1003,30,0,2025-02-12,139.56,0.0,0.0,139.56,0.0
E1003,30,0,2025-02-26,163.53,0.0,0.0,163.53,0.0
E1003,30,0,2025-03-12,132.72,0.0,0.0,132.72,0.0
E1003,30,0,2025-03-26,148.95,0.0,0.0,148.95,0.0
E1003,30,0,2025-04-09,70.81,0.0,0.0,70.81,0.0
E1004,40,1,2025-01-01,110.0,0.0,0.0,110.0,0.0
E1004,40,1,2025-01-15,51.21,0.0,0.0,51.21,0.0
E1004,40,1,2025-01-29,82.07,0.0,0.0,82.07,0.0
E1004,40,1,2025-02-12,144.44,0.0,0.0,144.44,0.0
E1004,40,1,2025-02-26,178.94,0.0,0.0,178.94,0.0
E1004,40,1,2025-03-12,62.89,0.0,0.0,62.89,0.0
E1004,40,1,2025-03-26,102.19,0.0,0.0,102.19,0.0
E1004,40,1,2025-04-09,154.01,0.0,0.0,154.01,0.0
E1005,55,0,2025-01-01,76.52,0.0,0.0,76.52,0.0
E1005,55,0,2025-01-15,122.16,0.0,0.0,122.16,0.0
E1005,55,0,2025-01-29,145.3,0.0,0.0,145.3,0.0
E1005,55,0,2025-02-12,130.08,0.0,0.0,130.08,0.0
E1005,55,0,2025-02-26,74.44,0.0,0.0,74.44,0.0
E1005,55,0,2025-03-12,96.2,0.0,0.0,96.2,0.0
E1005,55,0,2025-03-26,151.89,0.0,0.0,151.89,0.0
E1005,55,0,2025-04-09,122.05,0.0,0.0,122.05,0.0
E1006,50,1,2025-01-01,302.88,0.0,0.0,302.88,0.0
E1006,50,1,2025-01-15,303.74,0.0,0.0,303.74,0.0
E1006,50,1,2025-01-29,367.93,0.0,0.0,367.93,0.0
E1006,50,1,2025-02-12,263.21999999999997,0.0,0.0,263.21999999999997,0.0
E1006,50,1,2025-02-26,230.48000000000002,0.0,0.0,230.48000000000002,0.0
E1006,50,1,2025-03-12,463.23,0.0,0.0,463.23,0.0
E1006,50,1,2025-03-26,287.6,0.0,0.0,287.6,0.0
E1006,50,1,2025-04-09,421.11,0.0,0.0,421.11,0.0
E1007,55,0,2025-01-01,127.1,0.0,0.0,127.1,0.0
E1007,55,0,2025-01-15,100.9,0.0,0.0,100.9,0.0
E1007,55,0,2025-01-29,103.64,0.0,0.0,103.64,0.0
E1007,55,0,2025-02-12,140.43,0.0,0.0,140.43,0.0
E1007,55,0,2025-02-26,50.42,0.0,0.0,50.42,0.0
E1007,55,0,2025-03-12,130.55,0.0,0.0,130.55,0.0
E1007,55,0,2025-03-26,96.21,0.0,0.0,96.21,0.0
E1007,55,0,2025-04-09,153.25,0.0,0.0,153.25,0.0
E1008,30,1,2025-01-01,62.09,0.0,0.0,62.09,0.0
E1008,30,1,2025-01-15,126.47,0.0,0.0,126.47,0.0
E1008,30,1,2025-01-29,112.53,0.0,0.0,112.53,0.0
E1008,30,1,2025-02-12,133.5,0.0,0.0,133.5,0.0
