run_id,plan_name,plan_year,employee_id,issue_category,issue_type,severity,source,source_csv_path,details,correction_hint
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E001,Secure 2.0,secure20,Medium,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$1800.00.",Review payroll source mapping to confirm catch-up contributions are tracked in a separate source from base deferrals. Recode catch-up dollars into the appropriate catch-up source to ensure proper tracking and compliance.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E001,Secure 2.0,secure20,Medium,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$1800.00.",Review payroll source mapping to confirm catch-up contributions are tracked in a separate source from base deferrals. Recode catch-up dollars into the appropriate catch-up source to ensure proper tracking and compliance.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E001,Secure 2.0,secure20,Medium,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$1800.00.",Review payroll source mapping to confirm catch-up contributions are tracked in a separate source from base deferrals. Recode catch-up dollars into the appropriate catch-up source to ensure proper tracking and compliance.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E004,Secure 2.0,secure20,High,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$19000.00, catchup_amount=$500.00.",Review HCE catch-up contribution configuration and ensure all HCE catch-up amounts are coded as Roth contributions per Secure 2.0 requirements. Coordinate with payroll and recordkeeper to correct source coding and consult plan document provisions as needed.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E004,Secure 2.0,secure20,High,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$19000.00, catchup_amount=$500.00.",Review HCE catch-up contribution configuration and ensure all HCE catch-up amounts are coded as Roth contributions per Secure 2.0 requirements. Coordinate with payroll and recordkeeper to correct source coding and consult plan document provisions as needed.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E004,Secure 2.0,secure20,High,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$19000.00, catchup_amount=$500.00.",Review HCE catch-up contribution configuration and ensure all HCE catch-up amounts are coded as Roth contributions per Secure 2.0 requirements. Coordinate with payroll and recordkeeper to correct source coding and consult plan document provisions as needed.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E008,Secure 2.0,secure20,Medium,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$1000.00.",Review payroll source mapping to confirm catch-up contributions are tracked in a separate source from base deferrals. Recode catch-up dollars into the appropriate catch-up source to ensure proper tracking and compliance.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E008,Secure 2.0,secure20,Medium,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$1000.00.",Review payroll source mapping to confirm catch-up contributions are tracked in a separate source from base deferrals. Recode catch-up dollars into the appropriate catch-up source to ensure proper tracking and compliance.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E009,Secure 2.0,secure20,Medium,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$24000.00.",Review payroll source mapping to confirm catch-up contributions are tracked in a separate source from base deferrals. Recode catch-up dollars into the appropriate catch-up source to ensure proper tracking and compliance.
58df440f-c0fa-499e-bb2e-0faa53a3740e,Demo Plan,2024,E009,Secure 2.0,secure20,Medium,secure20,api_uploads\58df440f-c0fa-499e-bb2e-0faa53a3740e\output\secure20_violations.csv,"Secure 2.0 issue_type=Unknown issue, total_deferral=$24000.00.",Review payroll source mapping to confirm catch-up contributions are tracked in a separate source from base deferrals. Recode catch-up dollars into the appropriate catch-up source to ensure proper tracking and compliance.
