employee_id,amount_payroll,pay_date,amount_rk,deposit_date,_merge
1001,0.0,2024-11-15,,,left_only
1002,0.0,2024-11-15,,,left_only
1003,0.0,2024-11-15,,,left_only
1004,0.0,2024-11-15,,,left_only
1005,0.0,2024-11-15,,,left_only
1006,0.0,2024-11-15,,,left_only
1007,0.0,2024-11-15,,,left_only
1008,0.0,2024-11-15,,,left_only
1009,0.0,2024-11-15,,,left_only
1010,0.0,2024-11-15,,,left_only
1011,0.0,2024-11-15,,,left_only
1012,0.0,2024-11-15,,,left_only
1013,0.0,2024-11-15,,,left_only
1014,0.0,2024-11-15,,,left_only
1015,0.0,2024-11-15,,,left_only
1016,0.0,2024-11-15,,,left_only
1017,0.0,2024-11-15,,,left_only
1018,0.0,2024-11-15,,,left_only
1019,0.0,2024-11-15,,,left_only
1020,0.0,2024-11-15,,,left_only
